Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
6345,73,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2024-09-02,Express,,0.0
6397,30,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,2024-09-21,Overnight,,0.0
6403,61,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-09-21,Express,"Extended Warranty,Impulse Item",37.47
6416,27,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-09-13,Overnight,"Accessory,Impulse Item",50.18
6424,23,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,2024-09-13,Standard,,0.0
6457,79,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2024-09-17,Standard,,0.0
6463,63,Male,No,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2024-09-16,Overnight,,0.0
6487,41,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-09-07,Standard,,0.0
6488,22,Male,No,Smartphone,SKU1001,5,Cancelled,Debit Card,166.0,20.75,8,2024-09-01,Overnight,Extended Warranty,10.97
6489,39,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-09-20,Overnight,,0.0
6500,45,Male,No,Smartphone,SKU1004,2,Completed,Paypal,2373.57,791.19,3,2024-09-08,Express,,0.0
6507,38,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-09-19,Overnight,"Impulse Item,Extended Warranty,Accessory",101.81
6508,30,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,207.5,20.75,10,2024-09-11,Express,"Impulse Item,Accessory,Extended Warranty",89.87
6510,41,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,2024-09-15,Express,"Impulse Item,Extended Warranty",57.53
6548,65,Male,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-09-22,Express,Impulse Item,34.18
6557,60,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-22,Overnight,,0.0
6574,42,Male,No,Laptop,SKU1005,3,Cancelled,Cash,1855.84,463.96,4,2024-09-22,Express,"Impulse Item,Accessory",36.78
6602,63,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-09-15,Overnight,Accessory,5.04
6638,44,Male,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-09-02,Express,"Extended Warranty,Impulse Item,Extended Warranty",77.75
6642,40,Female,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2024-09-01,Express,,0.0
6647,79,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,2024-09-02,Express,,0.0
6652,73,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,2024-09-08,Overnight,Impulse Item,30.64
6678,35,Female,No,Smartphone,SKU1001,5,Completed,Cash,103.75,20.75,5,2024-09-22,Overnight,"Impulse Item,Impulse Item",62.91
6691,18,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-02,Overnight,"Accessory,Impulse Item,Impulse Item",40.52
6698,52,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-09-09,Overnight,"Extended Warranty,Extended Warranty,Accessory",49.27
6710,69,Female,No,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-09-15,Standard,,0.0
6715,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,2024-09-18,Overnight,"Impulse Item,Extended Warranty,Impulse Item",102.1
6716,36,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2024-09-13,Standard,"Impulse Item,Accessory,Accessory",21.41
6719,70,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-09-18,Standard,,0.0
6726,77,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2024-09-12,Express,,0.0
6735,20,Male,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-09,Standard,,0.0
6760,22,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-04,Overnight,"Impulse Item,Accessory",37.44
6771,68,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,1689.66,844.83,2,2024-09-07,Overnight,"Extended Warranty,Accessory,Extended Warranty",87.47
6789,46,Male,No,Laptop,SKU1005,3,Completed,Cash,927.92,463.96,2,2024-09-03,Overnight,,0.0
6799,32,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-09-05,Standard,"Extended Warranty,Impulse Item,Impulse Item",127.55
6799,32,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,3247.72,463.96,7,2024-09-08,Express,Accessory,48.7
6801,72,Male,No,Smartphone,SKU1004,2,Completed,Cash,7120.71,791.19,9,2024-09-03,Standard,"Impulse Item,Accessory,Accessory",93.55
6809,47,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,4224.15,844.83,5,2024-09-15,Standard,Impulse Item,28.86
6831,69,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,8448.3,844.83,10,2024-09-17,Express,"Impulse Item,Impulse Item",71.22
6845,42,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,1391.88,463.96,3,2024-09-18,Express,,0.0
6889,46,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,2024-09-08,Standard,"Impulse Item,Accessory,Extended Warranty",84.64
6913,60,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-09-02,Overnight,,0.0
6914,75,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-09-17,Standard,"Accessory,Extended Warranty,Accessory",42.36
6946,73,Female,No,Laptop,SKU1005,3,Completed,Paypal,1391.88,463.96,3,2024-09-13,Standard,"Accessory,Impulse Item,Impulse Item",61.49
6964,45,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-23,Express,Impulse Item,37.12
6969,57,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,2024-09-18,Express,"Extended Warranty,Extended Warranty",79.42
6972,52,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,2024-09-03,Standard,"Extended Warranty,Extended Warranty,Extended Warranty",41.13
6986,18,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,2319.8,463.96,5,2024-09-18,Standard,"Extended Warranty,Extended Warranty",31.8
6997,30,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-09-19,Express,,0.0
7003,64,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7911.9,791.19,10,2024-09-07,Standard,Impulse Item,19.82
7010,80,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,2024-09-04,Overnight,Accessory,42.84
7025,41,Female,No,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2024-09-18,Express,"Extended Warranty,Extended Warranty",91.71
7034,42,Male,No,Laptop,SKU1005,3,Completed,Paypal,4175.64,463.96,9,2024-09-17,Express,"Accessory,Extended Warranty,Accessory",94.41
7053,48,Male,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-09-06,Overnight,"Accessory,Impulse Item",60.53
7055,58,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2024-09-22,Standard,,0.0
7074,30,Female,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-09-08,Standard,,0.0
7125,58,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,124.5,20.75,6,2024-09-16,Express,"Accessory,Extended Warranty,Extended Warranty",90.4
7136,40,Female,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-09-10,Express,"Impulse Item,Impulse Item,Accessory",104.29
7159,68,Male,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-09-08,Standard,"Impulse Item,Accessory,Accessory",52.28
7169,75,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-09-13,Express,"Accessory,Accessory",79.97
7188,30,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-09-11,Express,"Impulse Item,Impulse Item,Impulse Item",71.38
7190,65,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-09-02,Express,Accessory,8.94
7212,75,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,3164.76,791.19,4,2024-09-10,Standard,,0.0
7240,62,Male,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,20.75,20.75,1,2024-09-02,Express,Extended Warranty,14.13
7282,71,Male,No,Smartphone,SKU1001,5,Completed,Paypal,207.5,20.75,10,2024-09-06,Express,,0.0
7313,70,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,2024-09-04,Overnight,"Accessory,Impulse Item",57.52
7355,60,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-09-07,Express,,0.0
7358,21,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,2024-09-05,Standard,Extended Warranty,35.7
7381,23,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-09-03,Standard,"Accessory,Accessory,Extended Warranty",43.05
7389,42,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2024-09-17,Standard,"Extended Warranty,Extended Warranty,Impulse Item",71.13
7394,62,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-09-03,Express,"Impulse Item,Impulse Item,Impulse Item",95.31
7397,26,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-09-05,Standard,,0.0
7413,52,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,2024-09-15,Overnight,"Accessory,Accessory,Impulse Item",54.06
7420,35,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2319.8,463.96,5,2024-09-01,Express,"Impulse Item,Extended Warranty,Extended Warranty",78.72
7420,35,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,6758.64,844.83,8,2024-09-15,Standard,Accessory,5.42
7434,53,Male,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-09-18,Standard,"Accessory,Accessory",34.26
7440,52,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,2024-09-22,Express,,0.0
7446,64,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,2024-09-11,Standard,,0.0
7447,27,Female,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,2024-09-04,Standard,,0.0
7518,54,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-19,Standard,Extended Warranty,9.83
7525,40,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-09-18,Standard,,0.0
7526,34,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,41.5,20.75,2,2024-09-12,Overnight,"Impulse Item,Accessory",85.55
7551,43,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-09-18,Standard,"Impulse Item,Extended Warranty,Accessory",95.56
7562,74,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-11,Standard,"Extended Warranty,Extended Warranty,Accessory",73.57
7563,21,Female,No,Laptop,SKU1005,3,Completed,Credit Card,2783.76,463.96,6,2024-09-15,Overnight,"Extended Warranty,Extended Warranty,Impulse Item",56.22
7566,29,Female,No,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,2024-09-06,Express,"Accessory,Extended Warranty,Accessory",83.88
7578,32,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-09-11,Standard,"Extended Warranty,Extended Warranty,Accessory",88.88
7584,45,Female,No,Tablet,SKU1002,3,Cancelled,Cash,988.12,247.03,4,2024-09-05,Express,"Extended Warranty,Accessory,Accessory",55.74
7601,74,Male,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-09-10,Express,Accessory,12.81
7630,70,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-09-01,Express,Extended Warranty,41.59
7632,79,Male,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,463.96,463.96,1,2024-09-20,Express,"Extended Warranty,Extended Warranty",80.74
7645,69,Female,No,Laptop,SKU1005,3,Completed,Cash,2319.8,463.96,5,2024-09-10,Overnight,Extended Warranty,8.53
7662,78,Female,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-09-18,Overnight,,0.0
7706,33,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,2024-09-03,Standard,"Impulse Item,Impulse Item,Accessory",75.02
7712,78,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,2024-09-14,Overnight,,0.0
7716,40,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-09-01,Express,Extended Warranty,42.18
7716,40,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,124.5,20.75,6,2024-09-05,Express,,0.0
7718,62,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-09-21,Standard,"Extended Warranty,Impulse Item",34.48
7726,71,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-09-13,Overnight,"Accessory,Impulse Item,Impulse Item",75.01
7745,25,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,1689.66,844.83,2,2024-09-17,Overnight,,0.0
7762,46,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-09-14,Standard,Impulse Item,33.98
7766,24,Female,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-09-22,Standard,,0.0
7773,32,Male,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-09-17,Standard,"Extended Warranty,Extended Warranty,Impulse Item",82.04
7774,27,Male,No,Tablet,SKU1002,3,Completed,Cash,1235.15,247.03,5,2024-09-08,Overnight,Impulse Item,19.18
7776,49,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,2024-09-02,Overnight,,0.0
7776,49,Female,No,Tablet,SKU1002,3,Completed,Debit Card,494.06,247.03,2,2024-09-19,Express,"Extended Warranty,Impulse Item",93.39
7812,78,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,2024-09-22,Overnight,"Extended Warranty,Accessory,Extended Warranty",74.34
7842,47,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-09-15,Overnight,Accessory,45.6
7872,35,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-09-02,Standard,"Impulse Item,Extended Warranty",66.72
7897,71,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-09-16,Overnight,Accessory,21.18
7907,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-09-23,Overnight,,0.0
7908,19,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,166.0,20.75,8,2024-09-04,Standard,"Accessory,Accessory",53.14
7932,32,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-09-18,Standard,"Impulse Item,Impulse Item",57.41
7960,58,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,4224.15,844.83,5,2024-09-15,Express,Impulse Item,8.4
7968,75,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,41.5,20.75,2,2024-09-11,Standard,"Accessory,Extended Warranty,Accessory",97.49
7979,49,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,166.0,20.75,8,2024-09-02,Express,Accessory,27.9
7988,59,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,2024-09-14,Overnight,Accessory,38.7
7989,53,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-09-14,Standard,Accessory,43.74
8027,50,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,2024-09-05,Overnight,"Impulse Item,Extended Warranty,Impulse Item",113.08
8035,18,Female,No,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,2024-09-05,Standard,"Accessory,Extended Warranty,Extended Warranty",91.32
8036,75,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-09-05,Express,,0.0
8039,75,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,2024-09-18,Express,Impulse Item,39.76
8064,30,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2223.27,247.03,9,2024-09-02,Express,"Accessory,Impulse Item,Impulse Item",59.71
8064,30,Male,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-09-11,Express,Impulse Item,45.88
8067,28,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,7120.71,791.19,9,2024-09-09,Standard,"Impulse Item,Impulse Item,Impulse Item",83.53
8078,43,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,103.75,20.75,5,2024-09-02,Standard,Accessory,35.97
8102,21,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,5913.81,844.83,7,2024-09-11,Overnight,Accessory,36.99
8110,66,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-09-02,Standard,"Impulse Item,Extended Warranty,Extended Warranty",62.45
8123,61,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-09-07,Standard,"Accessory,Extended Warranty,Accessory",93.55
8142,59,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-09-05,Overnight,"Accessory,Impulse Item,Impulse Item",57.49
8171,66,Male,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,1689.66,844.83,2,2024-09-09,Overnight,Accessory,29.31
8183,39,Male,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2024-09-01,Standard,Extended Warranty,17.64
8194,33,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-09-21,Express,Extended Warranty,5.38
8218,54,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-09-08,Standard,"Impulse Item,Impulse Item,Accessory",49.42
8249,77,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-09-04,Express,"Extended Warranty,Impulse Item",85.01
8254,27,Male,No,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-09-09,Overnight,"Extended Warranty,Impulse Item",62.61
8286,74,Male,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,2024-09-06,Express,"Accessory,Impulse Item",67.44
8289,43,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,4639.6,463.96,10,2024-09-01,Standard,Impulse Item,29.17
8310,23,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,207.5,20.75,10,2024-09-18,Express,"Impulse Item,Accessory",71.05
8326,21,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,2024-09-01,Standard,"Extended Warranty,Impulse Item",45.21
8329,75,Female,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-09-16,Overnight,Accessory,16.68
8349,70,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5913.81,844.83,7,2024-09-11,Overnight,"Extended Warranty,Impulse Item",61.49
8383,57,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,8448.3,844.83,10,2024-09-07,Overnight,"Accessory,Extended Warranty",57.4
8400,29,Male,No,Smartphone,SKU1004,2,Completed,Paypal,5538.33,791.19,7,2024-09-17,Standard,"Accessory,Accessory",23.7
8406,39,Male,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-09-20,Standard,"Extended Warranty,Extended Warranty",66.54
8438,44,Female,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,1582.38,791.19,2,2024-09-03,Overnight,,0.0
8488,46,Female,Yes,Tablet,SKU1002,3,Cancelled,Paypal,1976.24,247.03,8,2024-09-18,Standard,Extended Warranty,26.45
8492,57,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2024-09-20,Standard,"Extended Warranty,Impulse Item,Accessory",51.21
8493,43,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-09-22,Express,"Accessory,Accessory,Accessory",51.16
8496,65,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-09-13,Overnight,"Extended Warranty,Impulse Item",48.34
8497,44,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-16,Standard,"Accessory,Accessory",57.31
8498,22,Female,No,Smartwatch,SKU1003,3,Cancelled,Cash,3379.32,844.83,4,2024-09-16,Overnight,,0.0
8521,35,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,2024-09-09,Standard,,0.0
8523,33,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,5538.33,791.19,7,2024-09-05,Overnight,"Extended Warranty,Accessory,Impulse Item",51.4
8526,78,Male,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,2024-09-21,Overnight,"Impulse Item,Extended Warranty,Impulse Item",110.21
8527,35,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2024-09-15,Express,"Extended Warranty,Accessory",56.09
8546,27,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2024-09-17,Standard,"Accessory,Extended Warranty,Impulse Item",59.9
8553,52,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,124.5,20.75,6,2024-09-08,Express,Extended Warranty,19.14
8571,69,Male,No,Laptop,SKU1005,3,Completed,Credit Card,2319.8,463.96,5,2024-09-05,Express,"Accessory,Impulse Item,Extended Warranty",97.18
8571,69,Male,No,Laptop,SKU1005,3,Cancelled,Cash,927.92,463.96,2,2024-09-12,Standard,"Extended Warranty,Impulse Item,Impulse Item",87.76
8574,71,Male,No,Tablet,SKU1002,3,Completed,Credit Card,988.12,247.03,4,2024-09-11,Express,"Extended Warranty,Extended Warranty",69.97
8575,39,Female,Yes,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-09-01,Express,,0.0
8599,40,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,1729.21,247.03,7,2024-09-06,Standard,,0.0
8614,62,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,2024-09-06,Express,"Accessory,Extended Warranty,Impulse Item",92.87
8617,28,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,2024-09-17,Standard,"Accessory,Impulse Item",65.99
8652,80,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-09-16,Standard,,0.0
8705,45,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-09-04,Standard,"Extended Warranty,Accessory,Extended Warranty",84.78
8719,36,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-09-10,Express,Impulse Item,9.71
8725,64,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-09-07,Express,"Extended Warranty,Extended Warranty,Extended Warranty",60.11
8731,34,Female,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,2024-09-05,Express,Extended Warranty,47.7
8731,34,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-09-08,Express,Accessory,21.63
8731,34,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,2024-09-19,Overnight,"Accessory,Impulse Item,Impulse Item",52.48
8736,42,Male,No,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2024-09-13,Overnight,"Accessory,Accessory",30.9
8746,76,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-09-09,Standard,"Accessory,Impulse Item,Extended Warranty",94.52
8783,38,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2024-09-11,Overnight,Impulse Item,30.45
8807,27,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,791.19,791.19,1,2024-09-17,Express,"Accessory,Extended Warranty",81.16
8811,47,Female,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,2024-09-08,Overnight,,0.0
8840,59,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2024-09-14,Standard,,0.0
8866,72,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-09-15,Express,"Extended Warranty,Impulse Item",63.69
8867,75,Female,Yes,Tablet,SKU1002,3,Completed,Debit Card,2223.27,247.03,9,2024-09-03,Standard,"Impulse Item,Extended Warranty,Impulse Item",68.23
8917,58,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-09-22,Standard,"Extended Warranty,Extended Warranty",55.43
8918,32,Female,No,Laptop,SKU1005,3,Completed,Debit Card,1855.84,463.96,4,2024-09-06,Standard,,0.0
8951,56,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-09-11,Overnight,"Impulse Item,Accessory",54.71
8953,70,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,2024-09-09,Express,,0.0
8953,70,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,2024-09-13,Express,"Accessory,Extended Warranty",65.55
8983,58,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-09-19,Overnight,"Extended Warranty,Impulse Item",80.79
8984,79,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-04,Express,Impulse Item,12.68
8984,79,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2024-09-17,Standard,"Impulse Item,Impulse Item,Impulse Item",96.22
8989,49,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2024-09-18,Overnight,"Accessory,Extended Warranty,Impulse Item",101.66
8993,76,Male,Yes,Tablet,SKU1002,3,Completed,Credit Card,2470.3,247.03,10,2024-09-21,Standard,"Impulse Item,Accessory,Accessory",60.61
9005,36,Female,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-09-06,Overnight,,0.0
9012,32,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,4175.64,463.96,9,2024-09-03,Express,Extended Warranty,44.74
9064,32,Female,No,Laptop,SKU1005,3,Cancelled,Cash,2319.8,463.96,5,2024-09-04,Overnight,Impulse Item,39.62
9073,57,Female,No,Smartphone,SKU1004,2,Completed,Cash,5538.33,791.19,7,2024-09-04,Overnight,,0.0
9075,27,Male,Yes,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,2024-09-12,Express,"Extended Warranty,Accessory,Extended Warranty",116.12
9096,57,Female,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,2024-09-09,Overnight,,0.0
